pr,url,art,pfadImReview,auditZuordnung,zuordnungTyp,threadId,isResolved,technischerStatus,fixCommit,testOderGegenbeleg,kurztext,abschlussgruppe,abschlussstatus,abschlussnachweis
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056311325,Inline,apps/web/src/lib/stores/analysisRange.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4t,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-738fa9a0-be4d-4146-b23d-8baf39f752af --> Risk focus (shared client state): `analysisRange` is `TrendWin,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056311327,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4v,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-738fa9a0-be4d-4146-b23d-8baf39f752af --> Risk focus (Compare): Zeitversatz is still applied **after** s,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056311328,Inline,backend/app/services/marker_tag_backfill_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4w,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-738fa9a0-be4d-4146-b23d-8baf39f752af --> Risk focus (049 upgrade path): `load_only` whitelist is struct,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056311330,Inline,backend/app/services/tag_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4y,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-738fa9a0-be4d-4146-b23d-8baf39f752af --> Risk focus (permission query shape): `list_tags_for_entry` sti,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056330252,Inline,backend/app/services/multivariate_analytics.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHd4s,true,offen – Fix/Regressionstest prüfen,,,Der Hinweis zum `good_direction`-Default war berechtigt und hat einen echten Bug aufgedeckt — behoben in `a7cb37d`. `goodDirection: payload.good_direction === 'lte' ? 'lte' : 'gte',PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259817749,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259817749 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332702,Inline,backend/migrations/versions/054_trend_window_days.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhX9,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (data model): still not a Very Low additive migrati,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332707,Inline,backend/app/services/multivariate_analytics.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYA,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (analytics worker): the extra per-finding `build_la,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332710,Inline,apps/web/src/lib/utils/lagInsight.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYC,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (legacy lag copy): `a7cb37de` no longer defaults a,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332713,Inline,apps/web/src/lib/stores/analysisRange.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYE,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (shared client state): `analysisRange` is `TrendWin,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332716,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYH,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (Compare): Zeitversatz is still applied **after** s,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332717,Inline,backend/app/services/marker_tag_backfill_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYI,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (049 upgrade path): `load_only` whitelist is struct,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056332721,Inline,backend/app/services/tag_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYL,true,offen – Fix/Regressionstest prüfen,,,<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a209e7ab-c317-4e38-8252-61e1395eda93 --> Risk focus (permission query shape): `list_tags_for_entry` sti,PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259820451,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium-High** (unchanged) Re-evaluated after `a7cb37de` (legacy `good_direction` UI fallback). Derived,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259820451 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056344692,Inline,apps/web/src/lib/utils/lagInsight.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kHhYC,true,offen – Fix/Regressionstest prüfen,,,"Ja, beabsichtigt — und die Menge ist geschlossen, nicht offen. Ein Median-Split entsteht nur unter `if finding.target.kind == ""metric""` (`multivariate_analytics.py:607`). Die Metri",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259831790,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259831790 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056345185,Inline,backend/app/services/timezone_utils.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86j_kOx,false,offen – Fix/Regressionstest prüfen,,,"**Nachtrag: der Alert hat den Umbau überlebt.** Ich hatte im vorigen Kommentar gesagt, der nächste Scan entscheidet — er hat entschieden, und zwar gegen den Guard. Belege auf `a7cb",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259832209,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5259832209 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056530158,Inline,backend/app/services/stats_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kICIP,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a347e903-c29c-4b2e-b82c-a3d0102267fb --> Risk focus (timeseries contract, new in `e24c95a5`): `days` no",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056530162,Inline,backend/app/services/insight_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kICIT,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a347e903-c29c-4b2e-b82c-a3d0102267fb --> Risk focus (analytics opt-out, new in `e24c95a5`): GET-by-id /",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056530164,Inline,apps/web/src/lib/utils/insightMatrixExport.ts,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kICIV,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a347e903-c29c-4b2e-b82c-a3d0102267fb --> Risk focus (report export, new in `e24c95a5`): CSV/JSON no lon",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056530167,Inline,apps/web/src/routes/trends/+page.svelte,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kICIY,true,offen – Fix/Regressionstest prüfen,,,"<!-- CURSOR_AUTOMATION_ID: 8040bfce-1dbd-47b2-9b9d-3569b54c343f | RUN_ID: bc-a347e903-c29c-4b2e-b82c-a3d0102267fb --> Risk focus (Trends reload guard, new in `4cdb4419`): `loadedWi",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5260090845,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,<details> <summary>Stale comment</summary> <blockquote> ## Risk assessment: **Medium-High** (unchanged) Re-evaluated after `e24c95a5` (five P1 findings from the closed phase PRs) a,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5260090845 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#discussion_r4056540480,Inline,backend/app/services/insight_service.py,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",PRRT_kwDOSH3SD86kICIT,true,offen – Fix/Regressionstest prüfen,,,"Den Restpunkt habe ich nachgeprüft — **kein Datenleck auf dem Verification-Pfad.** `get_insight_verification` lehnt alles ab, was nicht `subject_type ∈ {tag, symptom}` ist, und bed",PR#954:historical-inline,historischer Inline-Kontext; in AUD-13 / A04/A06 übertragen,https://github.com/Sturmi77/correlcore/pull/990 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
954,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5260101240,Review/Antwort,,AUD-13,"PR-Kontext, Einzelprüfung A11 offen",,unbekannt/nicht anwendbar,offen – Fix/Regressionstest prüfen,,,,PR#954:review-summary,gebündelte Review-Zusammenfassung; technische Inline-Punkte separat dispositioniert,https://github.com/Sturmi77/correlcore/pull/954#pullrequestreview-5260101240 | AUD-13 -> A04/A06 | https://github.com/Sturmi77/correlcore/issues/979 | https://github.com/Sturmi77/correlcore/pull/993 | https://github.com/Sturmi77/correlcore/issues/980 | https://github.com/Sturmi77/correlcore/pull/994
